open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
1740776400000000,2216.12000000,2234.60000000,2210.35000000,2225.30000000,13137.46300000,1740779999999999,29191927.21833000,81195,6223.34710000,13825541.44065400,0
1740780000000000,2225.31000000,2231.96000000,2209.76000000,2216.58000000,11122.58320000,1740783599999999,24692344.65381600,70150,4936.23280000,10959602.09946100,0
1740783600000000,2216.59000000,2239.69000000,2213.57000000,2237.59000000,9429.72970000,1740787199999999,20995473.40779800,68795,4680.56530000,10420834.63631000,0
1740787200000000,2237.59000000,2246.58000000,2215.51000000,2216.16000000,13674.18150000,1740790799999999,30502669.79972800,95579,5536.53660000,12355756.45874500,0
1740790800000000,2216.17000000,2263.70000000,2213.33000000,2253.20000000,17878.58900000,1740794399999999,39980828.73765900,124893,9116.01030000,20398271.18646400,0
1740794400000000,2253.20000000,2275.61000000,2240.00000000,2256.19000000,31428.41330000,1740797999999999,71066644.14262700,169101,17467.16720000,39505454.28337000,0
1740798000000000,2256.20000000,2270.31000000,2249.00000000,2262.98000000,13190.54570000,1740801599999999,29790949.40550700,108225,7493.06530000,16922704.48675400,0
1740801600000000,2262.98000000,2281.14000000,2258.40000000,2270.48000000,26173.42940000,1740805199999999,59465552.98877800,133050,12693.24290000,28837218.02226300,0
1740805200000000,2270.48000000,2270.63000000,2252.40000000,2255.90000000,16959.47560000,1740808799999999,38325630.07627700,84322,8572.42250000,19369917.99983400,0
1740808800000000,2255.91000000,2259.96000000,2230.36000000,2236.49000000,20145.68700000,1740812399999999,45175789.19273000,96968,9200.43990000,20632206.12533800,0
1740812400000000,2236.50000000,2236.50000000,2224.20000000,2229.24000000,15689.58890000,1740815999999999,34962088.99567600,75499,7997.12270000,17819149.47742100,0
1740816000000000,2229.25000000,2239.77000000,2227.10000000,2234.78000000,14689.56920000,1740819599999999,32821665.54181500,69458,7265.61570000,16230666.12981000,0
1740819600000000,2234.78000000,2239.49000000,2228.38000000,2233.40000000,9504.91250000,1740823199999999,21235637.99885200,63384,5473.84340000,12229876.44925800,0
1740823200000000,2233.40000000,2233.67000000,2200.00000000,2204.80000000,25785.14540000,1740826799999999,57081759.35952400,105440,10366.19040000,22948494.94946800,0
1740826800000000,2204.80000000,2207.00000000,2171.41000000,2184.42000000,26823.48380000,1740830399999999,58645243.07561500,138864,11774.34800000,25740185.87401200,0
1740830400000000,2184.43000000,2187.70000000,2171.40000000,2181.30000000,17430.75380000,1740833999999999,37995320.66156100,91972,7219.71240000,15738541.58151300,0
1740834000000000,2181.31000000,2184.60000000,2142.73000000,2152.69000000,31788.35860000,1740837599999999,68569978.40308600,164264,12527.13270000,27010918.44008400,0
1740837600000000,2152.70000000,2167.42000000,2149.30000000,2163.31000000,19317.36670000,1740841199999999,41711400.39003600,119732,9561.88830000,20651157.19791900,0
1740841200000000,2163.32000000,2184.00000000,2158.70000000,2173.29000000,19098.09880000,1740844799999999,41488930.84538700,120285,9078.59540000,19722752.10464600,0
1740844800000000,2173.30000000,2211.95000000,2169.40000000,2209.94000000,21246.21020000,1740848399999999,46430990.72591800,144258,10862.58400000,23753243.24542700,0
1740848400000000,2209.94000000,2210.07000000,2190.44000000,2197.02000000,18560.30960000,1740851999999999,40797235.33019900,111875,7904.66160000,17377303.48625200,0
1740852000000000,2197.01000000,2219.00000000,2193.31000000,2212.11000000,14465.33020000,1740855599999999,31932679.11691900,95576,7182.56820000,15859503.68507400,0
1740855600000000,2212.11000000,2234.60000000,2211.23000000,2223.31000000,12736.48490000,1740859199999999,28306749.98502200,78455,6534.89960000,14521099.59241900,0
1740859200000000,2223.31000000,2226.10000000,2215.32000000,2225.30000000,10954.44420000,1740862799999999,24331786.53971800,60475,3953.38200000,8781304.82178600,0
1740862800000000,2225.29000000,2233.67000000,2208.29000000,2229.53000000,18598.58540000,1740866399999999,41277437.23363000,87122,8624.24300000,19154006.91333800,0
1740866400000000,2229.50000000,2235.99000000,2211.09000000,2214.99000000,13803.31940000,1740869999999999,30665717.34826300,72202,5494.11360000,12208504.09155200,0
1740870000000000,2214.99000000,2219.95000000,2191.10000000,2217.39000000,16488.44400000,1740873599999999,36378775.53583400,100840,7297.07480000,16104757.17300200,0
1740873600000000,2217.40000000,2225.07000000,2203.51000000,2215.49000000,14977.24130000,1740877199999999,33185670.63251900,106368,6283.60460000,13922336.35735400,0
1740877200000000,2215.50000000,2226.53000000,2209.13000000,2220.53000000,15009.02670000,1740880799999999,33292937.11538000,87833,5065.02540000,11239436.04239500,0
1740880800000000,2220.53000000,2228.16000000,2201.10000000,2209.81000000,20427.15060000,1740884399999999,45224317.41976700,123055,8966.92550000,19858946.43844100,0
1740884400000000,2209.80000000,2230.82000000,2209.80000000,2220.18000000,14371.23700000,1740887999999999,31919437.01458200,88774,6603.45480000,14668025.03045500,0
1740888000000000,2220.19000000,2235.60000000,2219.10000000,2227.11000000,11913.36350000,1740891599999999,26535253.76546500,85620,5070.14610000,11296511.89255500,0
1740891600000000,2227.11000000,2234.51000000,2224.00000000,2229.50000000,8369.54520000,1740895199999999,18652096.36823400,63281,3190.79250000,7111193.54295700,0
1740895200000000,2229.50000000,2233.67000000,2218.20000000,2222.96000000,11905.79460000,1740898799999999,26514519.97840300,83104,4139.90070000,9220820.10413200,0
1740898800000000,2222.95000000,2226.90000000,2218.59000000,2221.40000000,11139.93520000,1740902399999999,24759561.25643400,55060,3681.02850000,8182614.90721800,0
1740902400000000,2221.40000000,2223.07000000,2208.06000000,2212.59000000,26312.11120000,1740905999999999,58242321.36286100,76279,12671.05960000,28042973.48361900,0
1740906000000000,2212.58000000,2255.10000000,2211.93000000,2242.20000000,32135.81520000,1740909599999999,71911497.97296900,135022,17180.89470000,38478098.81117200,0
1740909600000000,2242.21000000,2260.84000000,2240.00000000,2246.01000000,20109.94760000,1740913199999999,45232018.78342900,110249,10375.13220000,23336455.91733800,0
1740913200000000,2246.01000000,2247.90000000,2236.52000000,2238.88000000,12879.53500000,1740916799999999,28872909.98026700,81007,5394.95160000,12093707.33322300,0
1740916800000000,2238.88000000,2240.20000000,2223.00000000,2232.90000000,10615.24880000,1740920399999999,23681070.67653600,74052,5756.87070000,12842388.73711200,0
1740920400000000,2232.89000000,2232.89000000,2206.31000000,2212.31000000,21896.75160000,1740923999999999,48521019.68958900,105935,8585.86930000,19025407.86555600,0
1740924000000000,2212.30000000,2214.53000000,2172.04000000,2196.23000000,44460.07180000,1740927599999999,97428201.29950000,218116,18930.81470000,41484268.06487600,0
1740927600000000,2196.24000000,2291.76000000,2196.06000000,2229.51000000,161936.99160000,1740931199999999,363692146.16926300,620126,83312.81200000,187086954.93863900,0
1740931200000000,2229.51000000,2500.00000000,2212.35000000,2442.55000000,331427.34560000,1740934799999999,789638701.46024400,970292,178361.06670000,424765382.74763700,0
1740934800000000,2442.54000000,2510.82000000,2395.36000000,2480.49000000,214821.17920000,1740938399999999,528863348.68541800,671148,107826.36710000,265517792.10662100,0
1740938400000000,2480.50000000,2518.00000000,2454.02000000,2474.69000000,93586.23470000,1740941999999999,232179170.68557000,352452,46249.57510000,114798326.31983300,0
1740942000000000,2474.69000000,2499.97000000,2465.90000000,2486.42000000,33875.72490000,1740945599999999,84061015.65516600,159168,15524.32510000,38523178.73217800,0
1740945600000000,2486.42000000,2520.92000000,2480.19000000,2510.80000000,40096.98830000,1740949199999999,100333395.82983800,193374,20449.42650000,51185390.78440600,0
1740949200000000,2510.80000000,2540.86000000,2498.73000000,2525.01000000,45877.97060000,1740952799999999,115425745.11733800,202771,22219.53580000,55929707.26295200,0
1740952800000000,2525.01000000,2549.88000000,2507.18000000,2538.62000000,29403.99400000,1740956399999999,74198097.37809600,130826,13113.41380000,33107366.32314400,0
1740956400000000,2538.62000000,2550.58000000,2508.39000000,2518.11000000,39135.57060000,1740959999999999,98851103.30681900,183480,18574.30870000,46935695.65895500,0
1740960000000000,2518.12000000,2523.56000000,2464.27000000,2465.52000000,42756.79350000,1740963599999999,106320254.91347500,199614,16788.36470000,41762442.67841600,0
1740963600000000,2465.52000000,2476.13000000,2450.52000000,2458.80000000,27023.47120000,1740967199999999,66565477.58767300,124046,10438.34990000,25714856.93574300,0
1740967200000000,2458.80000000,2461.50000000,2418.67000000,2447.48000000,36329.07030000,1740970799999999,88606042.51428700,160495,16991.93330000,41448162.40785900,0
1740970800000000,2447.49000000,2455.70000000,2425.17000000,2441.15000000,19949.91490000,1740974399999999,48629759.61535900,112798,9579.31720000,23352830.90796500,0
1740974400000000,2441.16000000,2452.90000000,2432.68000000,2450.32000000,18400.79890000,1740977999999999,44962127.20241400,85139,8450.81570000,20650631.58906200,0
1740978000000000,2450.32000000,2457.25000000,2440.67000000,2449.94000000,12463.66920000,1740981599999999,30504175.81513800,77166,6161.86200000,15081142.09385600,0
1740981600000000,2449.94000000,2450.00000000,2360.37000000,2372.68000000,56612.09870000,1740985199999999,135833971.72022700,204316,23769.24690000,57044314.93615500,0
1740985200000000,2372.68000000,2391.46000000,2352.79000000,2387.01000000,29191.79260000,1740988799999999,69313452.95766900,164200,13095.54650000,31103239.38397800,0
1740988800000000,2387.01000000,2388.11000000,2332.08000000,2345.41000000,31086.08880000,1740992399999999,73261754.69475800,180877,11556.99210000,27240953.35006700,0
1740992400000000,2345.41000000,2356.69000000,2322.01000000,2347.51000000,35838.15880000,1740995999999999,84017690.59212600,215895,17211.40420000,40366723.12087800,0
1740996000000000,2347.50000000,2366.29000000,2340.79000000,2359.19000000,22084.32780000,1740999599999999,52013918.37314000,131522,10057.73990000,23690417.92476500,0
1740999600000000,2359.18000000,2363.89000000,2344.40000000,2356.16000000,17653.01920000,1741003199999999,41555916.11065100,109109,8900.28460000,20959499.97129300,0
1741003200000000,2356.15000000,2376.78000000,2352.26000000,2367.69000000,27021.74070000,1741006799999999,63896094.02035600,163698,12231.90610000,28927773.37140400,0
1741006800000000,2367.69000000,2389.00000000,2361.30000000,2376.88000000,26703.50930000,1741010399999999,63402264.30094400,160461,12788.92260000,30375596.80594700,0
1741010400000000,2376.87000000,2380.85000000,2266.97000000,2274.81000000,103712.45700000,1741013999999999,241066907.72529100,395975,45207.56860000,105139567.96959500,0
1741014000000000,2274.82000000,2309.48000000,2269.61000000,2287.24000000,76224.13010000,1741017599999999,174626394.73755900,338689,40124.38650000,91935142.67865500,0
1741017600000000,2287.30000000,2296.63000000,2258.00000000,2276.93000000,45099.10600000,1741021199999999,102823403.18901200,209350,20656.11330000,47103724.36662500,0
1741021200000000,2276.92000000,2297.00000000,2265.33000000,2277.21000000,24335.08560000,1741024799999999,55492332.05160000,157735,11187.82390000,25508541.27491500,0
1741024800000000,2277.22000000,2280.35000000,2178.32000000,2193.33000000,116133.59250000,1741028399999999,256992349.57957600,458093,51086.45910000,113014323.96378000,0
1741028400000000,2193.33000000,2207.69000000,2100.00000000,2109.88000000,135640.26310000,1741031999999999,291961387.78781500,475303,60067.06110000,129418938.00397400,0
1741032000000000,2109.87000000,2140.40000000,2097.91000000,2129.16000000,106391.45350000,1741035599999999,225749871.56321900,424370,52484.94670000,111376877.34544300,0
1741035600000000,2129.16000000,2146.92000000,2103.76000000,2111.82000000,40979.78840000,1741039199999999,87312854.68587500,159839,21959.68020000,46808440.12438400,0
1741039200000000,2111.82000000,2173.29000000,2110.94000000,2166.41000000,34610.32670000,1741042799999999,74152391.62503800,146068,18868.33690000,40398964.49814200,0
1741042800000000,2166.41000000,2166.41000000,2142.70000000,2149.01000000,23324.54350000,1741046399999999,50285212.54628300,114599,10823.20320000,23337801.35025600,0
1741046400000000,2149.02000000,2167.18000000,2123.75000000,2125.21000000,50852.94220000,1741049999999999,108733413.03988900,223952,19261.44830000,41234709.21508700,0
1741050000000000,2125.21000000,2134.00000000,2025.65000000,2056.46000000,183918.78020000,1741053599999999,381680681.97657700,594662,75959.48030000,157509637.41455700,0
1741053600000000,2056.49000000,2082.00000000,2002.81000000,2067.61000000,112689.07680000,1741057199999999,229882096.83824000,483496,54783.35970000,111819700.20687600,0
1741057200000000,2067.61000000,2092.64000000,2054.64000000,2074.89000000,33918.64800000,1741060799999999,70209351.20272100,188341,17772.17020000,36805664.13077500,0
1741060800000000,2074.89000000,2093.69000000,2070.50000000,2082.04000000,23165.92190000,1741064399999999,48274401.46253400,168333,11823.97600000,24644799.52285800,0
1741064400000000,2082.04000000,2122.12000000,2078.49000000,2106.94000000,35770.81740000,1741067999999999,75201454.26314400,200894,18863.57680000,39661145.96482000,0
1741068000000000,2106.94000000,2111.87000000,2090.11000000,2097.66000000,17738.98920000,1741071599999999,37263963.60410400,124482,8933.40770000,18772512.05868000,0
1741071600000000,2097.66000000,2102.96000000,2068.34000000,2080.41000000,23430.04240000,1741075199999999,48760249.46508800,140265,11270.56990000,23453543.35843100,0
1741075200000000,2080.42000000,2106.05000000,2071.03000000,2099.03000000,25577.35980000,1741078799999999,53430906.54611700,149672,16102.13120000,33632284.23911700,0
1741078800000000,2099.03000000,2111.83000000,2085.00000000,2087.77000000,21344.53720000,1741082399999999,44769017.23966900,128406,10298.69580000,21607892.67041400,0
1741082400000000,2087.78000000,2107.48000000,2078.73000000,2100.34000000,18718.01660000,1741085999999999,39190338.66024200,127806,10295.35250000,21563240.65478000,0
1741086000000000,2100.35000000,2118.00000000,2095.67000000,2101.36000000,17786.06310000,1741089599999999,37470347.83933700,110005,10394.49350000,21902209.64224700,0
1741089600000000,2101.38000000,2113.08000000,2082.42000000,2103.80000000,27028.66660000,1741093199999999,56649253.70453600,152651,10518.07560000,22055227.87630000,0
1741093200000000,2103.79000000,2103.79000000,2053.37000000,2064.21000000,50465.67590000,1741096799999999,104626268.81351900,254960,20634.32320000,42771199.21101400,0
1741096800000000,2064.21000000,2158.32000000,2041.00000000,2078.81000000,127346.13510000,1741100399999999,267994500.63111400,495725,64776.12640000,136460253.30249000,0
1741100400000000,2078.47000000,2086.96000000,2025.62000000,2074.49000000,77779.72090000,1741103999999999,160363380.41471800,444816,36930.08250000,76148826.03446900,0
1741104000000000,2074.49000000,2077.07000000,1993.20000000,2062.25000000,109215.33150000,1741107599999999,222262554.95063700,452908,53095.38820000,108282522.80551300,0
1741107600000000,2062.26000000,2134.68000000,2058.97000000,2118.91000000,67360.85580000,1741111199999999,141929069.12195200,333642,36417.85380000,76697304.23198100,0
